id,email,first_name,last_name,gender,born_date,city,job,last_login,provider,created_at,updated_at
5d8a9e5f-c707-5060-8b1f-5e5084749f27,user00026@synthetic-credit.vn,Hanh,Nguyen,false,1992-10-23,Hai Phong,Sales Executive,2026-04-30T14:29:07+00:00,GOOGLE,2025-04-12T14:29:07+00:00,2026-06-10T14:29:07+00:00
6f8d09cb-f17f-5044-b114-f01228887d39,user00027@synthetic-credit.vn,Mai,Vo,false,1984-08-07,Dong Nai,Small Business Owner,2026-04-25T14:29:07+00:00,GOOGLE,2025-03-16T14:29:07+00:00,2026-06-10T14:29:07+00:00
143e610f-b68b-54bb-adf3-055f7e166616,user00028@synthetic-credit.vn,Tuan,Pham,true,1995-05-07,Da Nang,Office Worker,2026-05-11T14:29:07+00:00,FACEBOOK,2024-05-24T14:29:07+00:00,2026-06-10T14:29:07+00:00
b11702bd-2478-5150-985a-26e89b42f704,user00029@synthetic-credit.vn,Linh,Vu,true,1996-09-16,Ho Chi Minh City,Teacher,2026-04-29T14:29:07+00:00,GOOGLE,2024-08-29T14:29:07+00:00,2026-06-10T14:29:07+00:00
5b4498e2-bbd2-5a19-b2fb-34c10c92cf7e,user00030@synthetic-credit.vn,Tuan,Dang,false,1997-03-23,Nha Trang,Office Worker,2026-06-07T14:29:07+00:00,FACEBOOK,2024-06-03T14:29:07+00:00,2026-06-10T14:29:07+00:00
df8a4a1b-98b7-5a92-b82c-fe514bf20459,user00031@synthetic-credit.vn,Minh,Nguyen,true,1989-09-11,Ho Chi Minh City,Freelancer,2026-04-23T14:29:07+00:00,FACEBOOK,2023-05-08T14:29:07+00:00,2026-06-10T14:29:07+00:00
aabef2d4-71eb-53af-b6fc-0d27e6ecc277,user00032@synthetic-credit.vn,Chau,Huynh,true,1992-07-15,Quang Ninh,Engineer,2026-05-25T14:29:07+00:00,EMAIL,2025-04-28T14:29:07+00:00,2026-06-10T14:29:07+00:00
dd1dff26-c7ce-5b21-9230-b389aeb98709,user00033@synthetic-credit.vn,Tuan,Le,false,2002-05-17,Ha Noi,Accountant,2026-04-21T14:29:07+00:00,EMAIL,2023-04-06T14:29:07+00:00,2026-06-10T14:29:07+00:00
a5ab6c17-1303-502c-aac4-b51d7b2887dd,user00034@synthetic-credit.vn,Linh,Tran,true,2004-10-16,Da Nang,Healthcare Worker,2026-05-01T14:29:07+00:00,EMAIL,2023-08-10T14:29:07+00:00,2026-06-10T14:29:07+00:00
fd070e4b-8595-5fb8-b5d5-aa0cf56f54cc,user00035@synthetic-credit.vn,Binh,Huynh,false,1998-07-18,Dong Nai,Designer,2026-06-06T14:29:07+00:00,GOOGLE,2023-09-19T14:29:07+00:00,2026-06-10T14:29:07+00:00
60344484-1a4a-50b6-bade-492c789cc440,user00036@synthetic-credit.vn,Vy,Bui,false,1999-09-27,Can Tho,Healthcare Worker,2026-05-10T14:29:07+00:00,GOOGLE,2023-10-12T14:29:07+00:00,2026-06-10T14:29:07+00:00
6dd4a0cf-d851-567e-b788-221a650244de,user00037@synthetic-credit.vn,Long,Vo,false,1986-01-16,Quang Ninh,Sales Executive,2026-06-05T14:29:07+00:00,EMAIL,2025-12-15T14:29:07+00:00,2026-06-10T14:29:07+00:00
db393ac6-c8ea-53e1-8d31-f2e62b0fa71e,user00038@synthetic-credit.vn,Linh,Pham,false,2004-12-27,Ho Chi Minh City,Small Business Owner,2026-04-16T14:29:07+00:00,EMAIL,2025-09-03T14:29:07+00:00,2026-06-10T14:29:07+00:00
bbb8f66b-99b9-5fbf-8173-f41291a213a3,user00039@synthetic-credit.vn,Duc,Vo,false,1978-04-16,Ha Noi,Office Worker,2026-04-26T14:29:07+00:00,GOOGLE,2024-08-13T14:29:07+00:00,2026-06-10T14:29:07+00:00
c1dda1a6-f2d5-5cf6-b913-8c9539366cc7,user00040@synthetic-credit.vn,Mai,Bui,false,2004-03-26,Hue,Small Business Owner,2026-04-27T14:29:07+00:00,FACEBOOK,2024-05-24T14:29:07+00:00,2026-06-10T14:29:07+00:00
86d00bd4-957e-5024-b695-21320f7c1b0e,user00041@synthetic-credit.vn,Long,Pham,true,1993-02-13,Hue,Office Worker,2026-06-06T14:29:07+00:00,GOOGLE,2024-03-16T14:29:07+00:00,2026-06-10T14:29:07+00:00
0095efbd-4a14-505f-bd63-7285bd77f09b,user00042@synthetic-credit.vn,Giang,Bui,true,1990-07-27,Da Nang,Engineer,2026-06-07T14:29:07+00:00,GOOGLE,2024-07-11T14:29:07+00:00,2026-06-10T14:29:07+00:00
f04a44fd-28cb-58cd-9af6-cd9638165339,user00043@synthetic-credit.vn,Hanh,Dang,true,1972-04-03,Hue,Accountant,2026-04-26T14:29:07+00:00,GOOGLE,2025-08-26T14:29:07+00:00,2026-06-10T14:29:07+00:00
254c5dac-f174-580d-bba0-4ad785f6e77d,user00044@synthetic-credit.vn,Chau,Pham,true,1977-07-19,Can Tho,Office Worker,2026-06-09T14:29:07+00:00,EMAIL,2023-04-18T14:29:07+00:00,2026-06-10T14:29:07+00:00
a47442b9-36da-50c3-88bd-d213d9557ffe,user00045@synthetic-credit.vn,Nam,Dang,false,2000-08-10,Quang Ninh,Healthcare Worker,2026-04-12T14:29:07+00:00,EMAIL,2024-04-16T14:29:07+00:00,2026-06-10T14:29:07+00:00
d55901cf-60ac-5cee-9fb3-d6c57a12123d,user00046@synthetic-credit.vn,Mai,Bui,true,1977-04-05,Ha Noi,Sales Executive,2026-05-26T14:29:07+00:00,EMAIL,2026-01-29T14:29:07+00:00,2026-06-10T14:29:07+00:00
068e4021-6ad1-5de5-a398-72df1fb0a5d7,user00047@synthetic-credit.vn,Mai,Vo,false,1991-08-17,Can Tho,Engineer,2026-06-04T14:29:07+00:00,GOOGLE,2023-09-11T14:29:07+00:00,2026-06-10T14:29:07+00:00
8a108085-f305-590a-8aab-028595be3a28,user00048@synthetic-credit.vn,Trang,Vu,true,1995-01-25,Hai Phong,Accountant,2026-05-08T14:29:07+00:00,FACEBOOK,2024-01-09T14:29:07+00:00,2026-06-10T14:29:07+00:00
99038b2a-0238-5bb1-bf49-e66980c03a96,user00049@synthetic-credit.vn,Khanh,Vu,true,1991-11-10,Ho Chi Minh City,Sales Executive,2026-04-16T14:29:07+00:00,EMAIL,2024-04-10T14:29:07+00:00,2026-06-10T14:29:07+00:00
b091091a-16e9-581f-b855-c1045965b0b8,user00050@synthetic-credit.vn,Bao,Huynh,false,1978-09-26,Ho Chi Minh City,Sales Executive,2026-05-20T14:29:07+00:00,EMAIL,2023-10-20T14:29:07+00:00,2026-06-10T14:29:07+00:00
5a85179f-da89-5481-bcd0-b5da40946eca,user00051@synthetic-credit.vn,Thao,Le,false,1999-04-22,Hue,Freelancer,2026-04-25T14:29:07+00:00,GOOGLE,2026-03-03T14:29:07+00:00,2026-06-10T14:29:07+00:00
a6acf0d1-b25d-5bc7-bf77-2088320d4f7d,user00052@synthetic-credit.vn,Mai,Do,true,1981-03-05,Da Nang,Healthcare Worker,2026-04-12T14:29:07+00:00,GOOGLE,2024-05-31T14:29:07+00:00,2026-06-10T14:29:07+00:00
5017be68-749e-56d4-98ad-f544cc9ed229,user00053@synthetic-credit.vn,Trang,Phan,false,1984-12-23,Quang Ninh,Healthcare Worker,2026-05-01T14:29:07+00:00,GOOGLE,2024-07-17T14:29:07+00:00,2026-06-10T14:29:07+00:00
cbb2e933-87e9-5a20-b9f9-a70f9f9e2edd,user00054@synthetic-credit.vn,Tuan,Tran,true,1982-04-25,Hue,Engineer,2026-05-02T14:29:07+00:00,GOOGLE,2026-03-06T14:29:07+00:00,2026-06-10T14:29:07+00:00
318bedde-34c1-5469-bdaa-557719676a4b,user00055@synthetic-credit.vn,Vy,Pham,false,1993-10-24,Can Tho,Accountant,2026-04-29T14:29:07+00:00,GOOGLE,2023-10-06T14:29:07+00:00,2026-06-10T14:29:07+00:00
0c531c56-9b59-5ebf-b86d-cf33be3f95c8,user00056@synthetic-credit.vn,Tuan,Huynh,false,2000-05-11,Dong Nai,Student,2026-05-22T14:29:07+00:00,FACEBOOK,2024-08-18T14:29:07+00:00,2026-06-10T14:29:07+00:00
d56ea553-7df9-5510-80a7-b2f1ff7c4ba9,user00057@synthetic-credit.vn,Vy,Huynh,false,1983-04-26,Hue,Accountant,2026-04-27T14:29:07+00:00,EMAIL,2023-11-04T14:29:07+00:00,2026-06-10T14:29:07+00:00
589c2908-30bd-5491-8d5a-60f6e8e09c6e,user00058@synthetic-credit.vn,Nam,Vo,true,1973-12-10,Dong Nai,Teacher,2026-04-17T14:29:07+00:00,FACEBOOK,2023-03-03T14:29:07+00:00,2026-06-10T14:29:07+00:00
e7f4c50c-8ba9-552f-b34f-b7ebfbf2a904,user00059@synthetic-credit.vn,Duc,Hoang,true,1982-12-05,Nha Trang,Designer,2026-05-29T14:29:07+00:00,GOOGLE,2026-02-06T14:29:07+00:00,2026-06-10T14:29:07+00:00
e61d08a4-fb2f-5a83-a50e-0bfc4070c588,user00060@synthetic-credit.vn,Duc,Hoang,false,1980-10-15,Dong Nai,Teacher,2026-04-15T14:29:07+00:00,EMAIL,2023-10-12T14:29:07+00:00,2026-06-10T14:29:07+00:00
efc5136d-efff-5a9c-a4a7-cd50f7a89055,user00061@synthetic-credit.vn,Mai,Dang,true,1986-10-09,Da Nang,Office Worker,2026-04-27T14:29:07+00:00,FACEBOOK,2026-04-25T14:29:07+00:00,2026-06-10T14:29:07+00:00
d425e11e-dab4-540f-84f3-840368a6a776,user00062@synthetic-credit.vn,Giang,Do,true,1995-04-19,Da Nang,Accountant,2026-05-08T14:29:07+00:00,EMAIL,2023-09-14T14:29:07+00:00,2026-06-10T14:29:07+00:00
223fb46b-ec51-5d83-8792-9d04e9298e5e,user00063@synthetic-credit.vn,Minh,Huynh,true,2002-11-10,Hue,Small Business Owner,2026-05-26T14:29:07+00:00,GOOGLE,2025-03-24T14:29:07+00:00,2026-06-10T14:29:07+00:00
551e3487-6081-59e9-b039-ed404da531d9,user00064@synthetic-credit.vn,Minh,Vu,true,1989-05-04,Dong Nai,Office Worker,2026-04-18T14:29:07+00:00,GOOGLE,2025-08-27T14:29:07+00:00,2026-06-10T14:29:07+00:00
d29c6fae-0a17-59ee-8100-ce3538f172f2,user00065@synthetic-credit.vn,Phuc,Vo,false,1999-01-26,Nha Trang,Sales Executive,2026-06-03T14:29:07+00:00,GOOGLE,2025-02-26T14:29:07+00:00,2026-06-10T14:29:07+00:00
0353ad35-2f77-55e3-9b1c-e089e5a08eb7,user00066@synthetic-credit.vn,Trang,Le,true,1991-03-28,Ho Chi Minh City,Healthcare Worker,2026-04-12T14:29:07+00:00,GOOGLE,2025-12-25T14:29:07+00:00,2026-06-10T14:29:07+00:00
bf23d72e-29ee-5fff-8286-d66d300f8184,user00067@synthetic-credit.vn,Duc,Hoang,false,1973-05-04,Ho Chi Minh City,Accountant,2026-05-03T14:29:07+00:00,GOOGLE,2024-09-05T14:29:07+00:00,2026-06-10T14:29:07+00:00
bb325ed5-682e-5d8e-b93b-ee0b0c18c589,user00068@synthetic-credit.vn,Binh,Pham,false,1998-06-10,Dong Nai,Freelancer,2026-04-11T14:29:07+00:00,GOOGLE,2024-03-02T14:29:07+00:00,2026-06-10T14:29:07+00:00
3f53df04-27a1-55fd-881e-11cc97616cc3,user00069@synthetic-credit.vn,Minh,Le,false,1974-04-06,Dong Nai,Designer,2026-05-22T14:29:07+00:00,GOOGLE,2024-10-29T14:29:07+00:00,2026-06-10T14:29:07+00:00
e702bf1f-ba6e-5d09-b3c2-593dea8d2267,user00070@synthetic-credit.vn,Ngoc,Le,false,1981-04-07,Can Tho,Student,2026-04-23T14:29:07+00:00,EMAIL,2025-03-07T14:29:07+00:00,2026-06-10T14:29:07+00:00
42461f9d-c5d7-5e59-9d21-901a829b4221,user00071@synthetic-credit.vn,Phuc,Le,false,1994-08-03,Ho Chi Minh City,Accountant,2026-05-21T14:29:07+00:00,GOOGLE,2024-05-23T14:29:07+00:00,2026-06-10T14:29:07+00:00
b27234eb-9bf4-55e9-9727-be152f2940f0,user00072@synthetic-credit.vn,Vy,Vu,true,2001-03-13,Can Tho,Accountant,2026-05-02T14:29:07+00:00,EMAIL,2025-07-14T14:29:07+00:00,2026-06-10T14:29:07+00:00
3cca0d28-b295-5d74-bbae-7f769ac940a4,user00073@synthetic-credit.vn,Tuan,Nguyen,false,1994-07-27,Dong Nai,Designer,2026-06-02T14:29:07+00:00,GOOGLE,2025-04-24T14:29:07+00:00,2026-06-10T14:29:07+00:00
f3f33c0b-820a-578b-86ae-f94a8a15289f,user00074@synthetic-credit.vn,Trang,Le,true,2003-05-27,Ha Noi,Freelancer,2026-04-15T14:29:07+00:00,EMAIL,2025-12-06T14:29:07+00:00,2026-06-10T14:29:07+00:00
b9747e62-4966-5412-97a0-4e66c5be93fa,user00075@synthetic-credit.vn,Chau,Tran,true,1994-11-03,Ho Chi Minh City,Small Business Owner,2026-05-19T14:29:07+00:00,GOOGLE,2025-04-20T14:29:07+00:00,2026-06-10T14:29:07+00:00
75cd19b5-2f14-5c3f-aac2-3d0782fcfa1e,user00076@synthetic-credit.vn,Long,Vu,false,1991-07-17,Hai Phong,Office Worker,2026-04-24T14:29:07+00:00,FACEBOOK,2026-02-06T14:29:07+00:00,2026-06-10T14:29:07+00:00
e91e5949-b302-58fe-8ae8-eba6e4a7cfac,user00077@synthetic-credit.vn,Khanh,Bui,true,2000-12-28,Ha Noi,Designer,2026-04-23T14:29:07+00:00,GOOGLE,2026-01-11T14:29:07+00:00,2026-06-10T14:29:07+00:00
920a969c-9baf-5287-9772-383b06849679,user00078@synthetic-credit.vn,Vy,Vu,false,1989-10-08,Ho Chi Minh City,Freelancer,2026-04-30T14:29:07+00:00,GOOGLE,2024-02-03T14:29:07+00:00,2026-06-10T14:29:07+00:00
2dc3ead5-ec7d-5cc1-ba8e-fdb9f38032a3,user00079@synthetic-credit.vn,Hanh,Bui,true,2004-06-11,Hai Phong,Office Worker,2026-05-13T14:29:07+00:00,GOOGLE,2025-07-14T14:29:07+00:00,2026-06-10T14:29:07+00:00
8ccf6fce-ef50-59a1-aa34-d5f0172ee7c0,user00080@synthetic-credit.vn,Minh,Bui,false,1989-03-11,Binh Duong,Office Worker,2026-04-26T14:29:07+00:00,EMAIL,2025-05-07T14:29:07+00:00,2026-06-10T14:29:07+00:00
5ad6a331-5939-5a8a-aa20-4f9a745656f1,user00081@synthetic-credit.vn,Khanh,Dang,false,1999-01-12,Binh Duong,Freelancer,2026-04-24T14:29:07+00:00,EMAIL,2025-07-29T14:29:07+00:00,2026-06-10T14:29:07+00:00
e1cb3bd5-459a-5f72-9192-35b16f33e859,user00082@synthetic-credit.vn,Giang,Pham,true,1997-11-14,Ho Chi Minh City,Engineer,2026-04-11T14:29:07+00:00,EMAIL,2023-10-24T14:29:07+00:00,2026-06-10T14:29:07+00:00
25d89539-e6e2-5bcd-9c69-8e6b2e8c8bca,user00083@synthetic-credit.vn,Tuan,Bui,true,1996-07-11,Quang Ninh,Engineer,2026-05-16T14:29:07+00:00,EMAIL,2024-10-07T14:29:07+00:00,2026-06-10T14:29:07+00:00
ec704728-b1fa-5e03-a088-a446d5e5a99c,user00084@synthetic-credit.vn,Khanh,Tran,false,1997-05-27,Hai Phong,Student,2026-05-20T14:29:07+00:00,GOOGLE,2024-02-26T14:29:07+00:00,2026-06-10T14:29:07+00:00
9ab8617b-2e65-5832-9a4f-d79c9dd33d6f,user00085@synthetic-credit.vn,Vy,Vo,true,1994-10-25,Hue,Small Business Owner,2026-04-21T14:29:07+00:00,GOOGLE,2025-01-02T14:29:07+00:00,2026-06-10T14:29:07+00:00
9ff8afe5-5f54-516d-81c1-ca48f540d0f6,user00086@synthetic-credit.vn,Vy,Le,false,1971-07-19,Can Tho,Freelancer,2026-05-25T14:29:07+00:00,GOOGLE,2024-12-05T14:29:07+00:00,2026-06-10T14:29:07+00:00
ce5c3aec-49f1-5421-bff2-3d2747169061,user00087@synthetic-credit.vn,Tuan,Tran,true,2005-04-06,Binh Duong,Teacher,2026-05-10T14:29:07+00:00,EMAIL,2023-10-31T14:29:07+00:00,2026-06-10T14:29:07+00:00
87828bcf-ba07-510c-9ac4-ceb25b32aaac,user00088@synthetic-credit.vn,Thao,Vu,true,1996-10-06,Nha Trang,Student,2026-05-09T14:29:07+00:00,GOOGLE,2025-09-26T14:29:07+00:00,2026-06-10T14:29:07+00:00
60805313-7bd5-5380-8c80-ec1e1a8106fc,user00089@synthetic-credit.vn,Vy,Hoang,true,2001-09-06,Hue,Healthcare Worker,2026-04-23T14:29:07+00:00,FACEBOOK,2023-05-22T14:29:07+00:00,2026-06-10T14:29:07+00:00
868204c7-9d26-55ed-920f-0143b5efcb97,user00090@synthetic-credit.vn,Long,Huynh,true,2000-11-01,Ha Noi,Office Worker,2026-04-16T14:29:07+00:00,EMAIL,2026-04-02T14:29:07+00:00,2026-06-10T14:29:07+00:00
e1a2c3b7-b5c5-5a2a-a3e7-64cb2a14a875,user00091@synthetic-credit.vn,Linh,Hoang,false,2002-04-18,Dong Nai,Office Worker,2026-05-24T14:29:07+00:00,EMAIL,2023-06-02T14:29:07+00:00,2026-06-10T14:29:07+00:00
e6da2003-18ee-522a-a7b2-faf52dc4d42c,user00092@synthetic-credit.vn,Minh,Vu,true,2002-09-17,Hue,Accountant,2026-05-14T14:29:07+00:00,GOOGLE,2025-08-31T14:29:07+00:00,2026-06-10T14:29:07+00:00
fca876da-f868-5ce0-93ec-766798665602,user00093@synthetic-credit.vn,Mai,Bui,true,1985-08-10,Nha Trang,Designer,2026-05-23T14:29:07+00:00,GOOGLE,2024-05-10T14:29:07+00:00,2026-06-10T14:29:07+00:00
d675d041-f4a6-5e68-a513-a6759463be81,user00094@synthetic-credit.vn,Hanh,Bui,false,1981-01-26,Nha Trang,Accountant,2026-05-06T14:29:07+00:00,GOOGLE,2024-03-04T14:29:07+00:00,2026-06-10T14:29:07+00:00
68505376-4a57-5bc8-946a-80db07dede84,user00095@synthetic-credit.vn,Phuc,Dang,true,1988-11-16,Ha Noi,Healthcare Worker,2026-05-18T14:29:07+00:00,GOOGLE,2024-06-10T14:29:07+00:00,2026-06-10T14:29:07+00:00
c96efe59-f63e-538f-81bf-e7310ebae9f8,user00096@synthetic-credit.vn,Chau,Tran,false,2006-05-02,Binh Duong,Sales Executive,2026-05-03T14:29:07+00:00,GOOGLE,2025-11-28T14:29:07+00:00,2026-06-10T14:29:07+00:00
63acc13e-0eab-5cfd-b777-7c4ce6a3a72b,user00097@synthetic-credit.vn,An,Tran,true,1982-08-06,Quang Ninh,Teacher,2026-06-09T14:29:07+00:00,FACEBOOK,2025-03-13T14:29:07+00:00,2026-06-10T14:29:07+00:00
0e4ccdc0-0d93-5f95-b687-d86aff273d34,user00098@synthetic-credit.vn,Long,Hoang,true,1995-08-23,Hue,Engineer,2026-06-09T14:29:07+00:00,GOOGLE,2024-02-19T14:29:07+00:00,2026-06-10T14:29:07+00:00
30a4cb63-25dd-5575-b616-7266cdb7b7f9,user00099@synthetic-credit.vn,Nam,Pham,true,1996-07-07,Binh Duong,Healthcare Worker,2026-05-22T14:29:07+00:00,EMAIL,2025-09-25T14:29:07+00:00,2026-06-10T14:29:07+00:00
84d0287a-aad9-5e7b-a14a-fe29c24873a2,user00100@synthetic-credit.vn,Bao,Le,true,1996-07-17,Nha Trang,Freelancer,2026-05-01T14:29:07+00:00,EMAIL,2024-12-12T14:29:07+00:00,2026-06-10T14:29:07+00:00
043f0d0b-d469-5b26-ae23-cba9f6f8d8c1,user00101@synthetic-credit.vn,Trang,Bui,true,1981-10-23,Binh Duong,Healthcare Worker,2026-04-19T14:29:07+00:00,EMAIL,2023-11-21T14:29:07+00:00,2026-06-10T14:29:07+00:00
93ea8603-4b65-56db-8f90-6027107791f7,user00102@synthetic-credit.vn,Linh,Vo,false,1974-10-19,Hai Phong,Accountant,2026-06-01T14:29:07+00:00,FACEBOOK,2025-01-27T14:29:07+00:00,2026-06-10T14:29:07+00:00
d1af315c-17fc-5931-9724-38fd7602fc2a,user00103@synthetic-credit.vn,Duc,Hoang,true,1996-03-12,Da Nang,Student,2026-05-19T14:29:07+00:00,GOOGLE,2025-07-14T14:29:07+00:00,2026-06-10T14:29:07+00:00
3e0ea4d4-6468-51ea-a806-ee15ee976544,user00104@synthetic-credit.vn,Long,Nguyen,false,1967-06-04,Ho Chi Minh City,Freelancer,2026-06-03T14:29:07+00:00,GOOGLE,2024-10-20T14:29:07+00:00,2026-06-10T14:29:07+00:00
d685fc6c-3c31-5d3f-997c-7544874008e6,user00105@synthetic-credit.vn,Vy,Nguyen,false,1966-09-06,Da Nang,Healthcare Worker,2026-06-10T14:29:07+00:00,GOOGLE,2023-08-11T14:29:07+00:00,2026-06-10T14:29:07+00:00
64b7cb7b-dee9-501f-8668-baf0097520b1,user00106@synthetic-credit.vn,Tuan,Hoang,true,1981-07-10,Can Tho,Engineer,2026-05-15T14:29:07+00:00,GOOGLE,2025-05-08T14:29:07+00:00,2026-06-10T14:29:07+00:00
595fc146-c952-5a08-a62b-a18e7e117007,user00107@synthetic-credit.vn,Quang,Hoang,true,1996-08-03,Hai Phong,Office Worker,2026-05-28T14:29:07+00:00,GOOGLE,2024-04-03T14:29:07+00:00,2026-06-10T14:29:07+00:00
